Response ID,Date submitted,Last page,Start language,Seed,Which age group do you belong to?,How many years of professional experience do you have in IT/software engineering?,Which continent do you live on?,What is your current country of residence?,What is your current country of residence?,What is your current country of residence?,What is your current country of residence?,What is your current country of residence?,Which of the following best describes your current role in the organization?,Which of the following best describes your current role in the organization?  [Other],Which of the following organizational types best describes your organization?,In which application domain do you currently primarily work?,In which application domain do you currently primarily work?  [Other],"We consider Digital Sustainability an umbrella term for two aspects: Sustainable Software and Sustainable by Software.  Sustainable Software concerns the sustainability of digital solutions in terms of their impact on environmental, economic, technical, social, and individual dimensions, including carbon footprint (Green IT) and process resources.  Sustainable by Software describes digital solutions designed to achieve positive sustainability impacts to help individuals and organizations reach sustainability goals, such as such as the United Nations Sustainable Development Goals (SDGs) more effectively.  Have you heard of this or a similar definition of digital sustainability before?","How frequently do you encounter (e.g., coming across or taking part in) discussions about digital sustainability in your professional environment?","How frequently do you encounter (e.g., coming across or taking part in) discussions about digital sustainability in your professional environment?   [Other]",Have you participated in one or more training or educational programs on digital sustainability?,What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [I was not aware such programs existed],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [My organization does not offer such programs],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [I have not had the opportunity to attend],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [I don’t see the need for such training],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [The cost is too high],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [Other],How many times training(s) or educational program(s) on digital sustainability did you participate in?,"Did you participate in the training(s) or educational program(s) in your private capacity (i.e., you paid for it and participated out of personal interest)?",Please tell us a little about the training or educational programs on digital sustainability you participated in.,Are you satisfied with the number of trainings or educational programs you participated in?,What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [ I was not aware such programs existed],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [My organization does not offer such programs],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [I have not had the opportunity to attend],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [I don’t see the need for such training],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [The cost is too high],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [Other],Does your organization have specific digital sustainability goals or benchmarks for software development projects?,"Does your organization have a dedicated sustainability or Corporate Social Responsibility (CSR) expert, team or department?",Does your organization incorporate sustainable development practices?,Do different departments in your organization coordinate on sustainability for software development projects?,"Which dimensions of sustainability are actively considered in your organization's software development projects?  [Environmental sustainability (e.g., resource efficiency of energy/water/..., carbon footprint)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Social sustainability (e.g., role of community, shared values, working conditions, and well-being)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Individual sustainability (e.g., health, competence, access to services)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Economic sustainability (e.g., cost efficiency, economic viability)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Technical sustainability (e.g., maintainability, scalability)]",Which dimensions of sustainability are actively considered in your organization's software development projects?  [Not sure],Which dimensions of sustainability are actively considered in your organization's software development projects?  [Other],Does your organization report on sustainability practices? ,Does your organization offer training or resources to employees on sustainable software development practices?,Can you tell us a little about the training or resources your organization offers?,What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Lack of awareness about the availability of such training],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Lack of understanding about the need for such training],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [No demand or interest from employees],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Limited budget or resources for training programs],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Sustainability is (perhaps) not a priority for the organization],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Not sure],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Other],How often is the sustainability of your digital solutions an explicit requirement of the customer or the users?,Why do you think that your customers and users have not asked explicitly to build sustainable digital solutions?,Do you incorporate digital sustainability considerations in your role-specific tasks?,What drives you to incorporate digital sustainability in your role-related tasks?  [Organizational policies ],What drives you to incorporate digital sustainability in your role-related tasks?  [Personal beliefs ],What drives you to incorporate digital sustainability in your role-related tasks?  [Client requirements ],What drives you to incorporate digital sustainability in your role-related tasks?  [User requirements],What drives you to incorporate digital sustainability in your role-related tasks?  [Legal requirements ],What drives you to incorporate digital sustainability in your role-related tasks?  [Other],"Which sustainability dimensions do you consider in your role-specific tasks?   [Environmental sustainability (e.g., resource efficiency of energy/water/…, carbon footprint)]","Which sustainability dimensions do you consider in your role-specific tasks?   [Social sustainability (e.g., the role of community, shared values, working conditions, and well-being)  ]","Which sustainability dimensions do you consider in your role-specific tasks?   [Individual sustainability (e.g., health, competence, access to services)]","Which sustainability dimensions do you consider in your role-specific tasks?   [Economic sustainability (e.g., cost efficiency, economic viability)]","Which sustainability dimensions do you consider in your role-specific tasks?   [Technical sustainability (e.g., maintainability, scalability)]",Which sustainability dimensions do you consider in your role-specific tasks?   [Other],"Are there specific tools, software, or frameworks that help you incorporate sustainability into your tasks? (E.g., gathering and managing requirements, writing sustainability-focused tests, optimizing code for less energy consumption.)","Can you name the tools, software, and/or frameworks, and tell us how and for what you use them?","What hinders you from incorporating sustainability in your role-specific tasks?   [Lack of personal interest (e.g., no incentive to make the effort to consider sustainability)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Lack of knowledge or awareness (e.g., not knowing enough about sustainability impact or best practices)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Limited resources or budget (e.g., financial constraints, insufficient tools or technology)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Financial constraints (e.g., limited budget)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Insufficient time or competing priorities (e.g., pressing deadlines, other projects taking precedence)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Lack of organizational or leadership support (e.g., limited buy-in from management, inadequate policy frameworks)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Complexity or uncertainty of sustainability solutions (e.g., difficulty measuring impact or navigating standards)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Cultural or social barriers (e.g., resistance to change, misalignment with organizational culture)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Resistance from the stakeholders, such as clients and customers]",What hinders you from incorporating sustainability in your role-specific tasks?   [Other],"Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Environmental sustainability (e.g., resource efficiency of energy/water/…, carbon footprint)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Social sustainability (e.g., role of community, shared values)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Individual sustainability (e.g., health, competence, access to services)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Economic sustainability (e.g., cost efficiency, economic viability)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Technical sustainability (e.g., maintainability, scalability)]",Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Other],What additional support or resources would help you integrate digital sustainability into your work?  [Theoretical knowledge (self-study learning material)],What additional support or resources would help you integrate digital sustainability into your work?  [Tutorials (co-present or online training)],What additional support or resources would help you integrate digital sustainability into your work?  [Curricula (educational programs)],What additional support or resources would help you integrate digital sustainability into your work?  [Practical knowledge (how-to's)],"What additional support or resources would help you integrate digital sustainability into your work?  [Positive case studies (real-world examples demonstrating benefits, including financial value)]","What additional support or resources would help you integrate digital sustainability into your work?  [Structures (frameworks, definitions, standards)]","What additional support or resources would help you integrate digital sustainability into your work?  [Tools (assessment checklists, creativity methods)]",What additional support or resources would help you integrate digital sustainability into your work?  [I do not want to integrate more digital sustainability into my work],What additional support or resources would help you integrate digital sustainability into your work?  [Other]
13,01.01.1980 00:00,4,en,89409488,45 - 60,11 – 20 years,Europe, Germany,,,,,Other,UX Manager,Industry - Large enterprise (at least 250 employees),Government and Public Administration,,Yes,Monthly,,Yes,N/A,N/A,N/A,N/A,N/A,,03.May,Yes,SUX Network Masterclass,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,Yes,No,,No,No,No,Yes,No,No,,For some projects or digital solutions,,Yes,No,Yes,No,No,No,,Yes,Yes,Yes,No,No,,Yes,"SUX Network collection, our book",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,Yes,,No,Yes,No,No,Yes,No,No,No,
14,,0,en,1166390634,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15,01.01.1980 00:00,4,en,2004755840,18 - 28,1 – 5 years,Asia,India,,,,,Requirements Engineer / Business Analyst / Product Owner,,University / Research Institute,"Technology, Software, and IT Consulting",,Yes,Monthly,,Yes,N/A,N/A,N/A,N/A,N/A,,03.May,Yes,,Yes,No,No,No,No,No,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,,Yes,Yes,,No,No,No,No,Yes,No,,For most projects or digital solutions,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,No,No,Yes,Yes,No,No,No,Yes,No,,No,No,No,No,Yes,,No,No,No,No,No,Yes,No,No,
16,01.01.1980 00:00,4,en,1725572616,45 - 60,11 – 20 years,Europe, Germany,,,,,Executive / CEO / Owner,,NGOs,"Technology, Software, and IT Consulting",,Yes,Weekly,,No,No,No,Yes,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,No,,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,,Yes,Yes,No,Yes,No,No,,"Rarely, but it has happened",because it costs money,Yes,No,Yes,No,No,No,,Yes,Yes,Yes,No,No,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,Yes,No,Yes,No,,Yes,Yes,No,Yes,No,No,Yes,No,
17,01.01.1980 00:00,4,en,141052593,29 - 44,6 – 10 years,Europe,Switzerland,,,,,Researcher / Educator,,University / Research Institute,"Technology, Software, and IT Consulting",,Yes,Monthly,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Not sure,Not sure,Yes,Not sure,Yes,Yes,No,No,No,No,,Not sure,Yes,,Yes,Yes,No,No,No,No,,"Rarely, but it has happened",,Yes,No,Yes,No,No,No,,No,Yes,No,No,No,,Not sure,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,No,No,No,,Yes,Yes,No,Yes,Yes,No,No,No,
18,01.01.1980 00:00,4,en,1241175484,29 - 44,11 – 20 years,Australia,,,,,,Software Architect,,Industry - Large enterprise (at least 250 employees),"Advertising, Marketing, and Public Relations",,Yes,Weekly,,No,No,Yes,No,No,Yes,,,,,,N/A,N/A,N/A,N/A,N/A,,No,Yes,No,,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,,No,No,No,Yes,No,No,,For most projects or digital solutions,,Yes,No,No,Yes,No,No,,No,Yes,Yes,No,No,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,
19,01.01.1980 00:00,4,en,1766618466,45 - 60,1 – 5 years,Europe, Luxembourg,,,,,Software Architect,,Industry - Large enterprise (at least 250 employees),Healthcare and Medical Technology,,Yes,Weekly,,Yes,N/A,N/A,N/A,N/A,N/A,,1,Yes,IREB Roundtable,No,No,No,Yes,No,No,,Yes,No,Yes,Not sure,Yes,Yes,No,Yes,Yes,No,,Yes,No,,No,No,No,Yes,Yes,No,,For some projects or digital solutions,,Yes,Yes,Yes,No,No,Yes,,Yes,Yes,Yes,No,Yes,,Not sure,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,No,No,No,,No,Yes,No,No,Yes,Yes,No,No,
20,01.01.1980 00:00,4,en,980298495,29 - 44,6 – 10 years,Europe, Finland,,,,,Tester / QA Engineer,,University / Research Institute,"Hospitality, Tourism, and Entertainment",,Yes,Daily,,Yes,N/A,N/A,N/A,N/A,N/A,,03.May,Yes,Boing boing,Yes,No,No,No,Yes,No,,Yes,No,Yes,Yes,No,No,No,No,Yes,No,,Yes,Not sure,,No,Yes,Yes,No,No,No,,For some projects or digital solutions,,Yes,No,No,No,Yes,Yes,,No,No,No,Yes,No,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,
21,01.01.1980 00:00,4,en,1322037227,18 - 28,1 – 5 years,Asia,,India,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Microenterprise (up to 10 employees),Energy and Utilities,,Yes,Weekly,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,No,,N/A,N/A,N/A,N/A,N/A,N/A,,No,Yes,Practical experience,No,No,No,Yes,No,No,,For most projects or digital solutions,,Yes,No,Yes,Yes,No,No,,No,No,No,Yes,No,,Not sure,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,No,,No,No,No,Yes,No,No,No,No,
22,01.01.1980 00:00,4,en,676905428,Above 60,1 – 5 years,Australia,,,,,,Software Architect,,Industry - Small enterprise (10 – 49 employees),Automotive and Vehicle Technology,,No,Every few months or less,,Yes,N/A,N/A,N/A,N/A,N/A,,03.May,Yes,all your base are belong to us,No,No,Yes,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,No,No,,No,,,No,No,Yes,Yes,Yes,No,FC Bayern München,For every project or digital solution,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,Yes,No,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,No,
23,01.01.1980 00:00,4,en,1702276492,Above 60,More than 20 years,Asia,,Israel,,,,Researcher / Educator,,University / Research Institute,Healthcare and Medical Technology,,Yes,Never,,No,No,Yes,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,Not sure,,N/A,N/A,N/A,N/A,N/A,N/A,,Not sure,No,,No,Yes,No,No,No,No,,,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,No,No,No,No,No,No,No,No,No,Not addressed in education,No,No,No,No,No,None,Yes,Yes,Yes,No,Yes,No,Yes,No,
24,01.01.1980 00:00,4,en,407434412,45 - 60,More than 20 years,Asia,India,,,,,Executive / CEO / Owner,,NGOs,"Technology, Software, and IT Consulting",,Yes,Weekly,,Yes,N/A,N/A,N/A,N/A,N/A,,03.May,Yes,Test test ,No,No,No,Yes,No,No,,No,Yes,No,,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Test test,Yes,No,No,No,No,No,,Never,,Yes,Yes,Yes,No,No,No,,Yes,No,No,Yes,No,,Yes,Green devops Assessment by oktobit.de,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,No,No,No,,No,No,No,No,No,No,No,No,
